>AA|ECRITURE IMMO|19 430 336 301,00|19 430 336 301,00
61351000|Locat.véhicules|1 373 200,00|1 941 744,50
61351200|Locat.véhicules -LLD|26 959,00|349 017,50
61351300|Véhicules Servic-LLD|2 774 748,50|1 326 470,50
61352000|Locat.mat.exploitat.|1 452 325,00|885 480,50
61355000|Autr.locat.mat.bur.|0,00|244 976,00
61401000|Charges locatives|10 856 228,00|0,00
61511000|GR chaussées.terrass|287 350,00|1 333 350,00
61511200|GR ouvrage d'art|8 048 993,00|6 818 993,00
61511500|GR des portiq.potenc|859 850,00|3 167 945,00
61512000|Entr.court.chaus.ter|1 375 707,00|49 125,00
61512120|Entr.court.ouv.trave|55 500,00|439 395,00
61512200|Entr.court.ouvr.art|439 395,00|0,00
61513200|Contr.suiv.ouvr.d'ar|0,00|1 230 000,00
61514100|Mis.plac.sign.ch.pro|858 742,50|0,00
61515000|Entr.sign.horizont.|1 413 090,00|54 000,00
61515100|Entr.sign.vert.perm.|1 994 515,00|859 850,00
61515300|Entr.des glissières|23 587 185,00|500 000,00
61515700|Entr.pylô.radio|61 000,00|0,00
61515800|Entr.végétation|80 400,00|113 100,00
61515900|Nettoy.court.locaux|0,00|47 107,50
61515930|Nettoy.ct.voie péage|0,00|3 435,50
61515950|Nettoy. Environmnt.|823 692,00|236 537,00
61515960|Déchets des aires|26 738,00|0,00
61521000|Entr.constructions|220 805,00|171 889,00
61551000|Entr.mat.péage|373 567,00|230 500,00
61551100|Entr.mat.viab.sécur.|4 078 950,00|191 514,00
61551200|Entr.mat.rés.transmi|0,00|275 387,50
61551300|Entr.équipt éléctriq|54 000,00|0,00
61555000|Entr.VL|318 508,00|0,00
61555010|Entretien VL : NDF|0,00|6 000,00
61555020|Entretien V.L. -LLD|6 000,00|318 508,00
61555200|Entr.PL/SPL|5 013 850,00|0,00
61561000|Mainten.logiciels|100 794 004,00|95 107 711,00
61565000|Autr.entr.maintenan.|3 554 204,50|3 255 693,50
61611000|Responsabilit.civile|9 073 633,50|9 073 633,50
61612000|Police automobile|5 397 045,00|5 397 045,00
61613000|Autres assurances|50 472 478,00|32 372 478,00
61811000|Abonnements/Périod.|106 358,00|160 000,00
61831010|Doc.technique : NDF|0,00|46 110,00
62111000|Personnel intérimair|0,00|233 600,00
62141000|Personnel supplétif|146 250,00|24 507 000,00
62261000|Etudes générales|2 072 500,00|3 714 875,50
62261100|Coordinat.chantiers|1 008 500,00|0,00
62261200|Contrat assistance|10 113 100,00|32 097 056,00
62261300|Assist.viabil.hivern|42 388 581,00|0,00
62261500|Cont.APAVE Aut.as.lg|33 000,00|22 000,00
62262000|Honoraires|6 438 930,00|7 036 394,50
62262100|Honoraires recrutem.|0,00|450 000,00
62371000|Pub.publi.relat.publ|10 489 773,00|23 334 895,50
62381000|Sponsoring|10 800,00|0,00
62382000|Mécénat|26 425 000,00|26 010 800,00
62421000|Transpt.Ramas.recet.|0,00|350 317,50
62481000|Transport de Biens|0,00|42 500,00
62511000|Frs.déplacts.facturé|0,00|11 130,00
62555100|Frs.de déménagement|72 949,00|0,00
62561100|I.K. : NDF|783,50|0,00
62562100|Miss.:Repas-facturé|17 500,00|2 700,00
62562300|Miss.:Divers-facturé|0,00|112 923,00
62611000|Achat timbres|132 600,00|0,00
62611100|Mach.à affranchir|163 200,00|0,00
62621100|Contr.téléph.fixe|21 897,00|21 897,00
62781000|Commis.cartes bleues|2 033 444,00|2 033 444,00
62784000|Commis./ chèq.vacanc|26 546 064,00|25 544 614,00
62786000|Commis. Cats|42 742,00|43 092,00
62788100|Commis. Part. Libert|295 178 802,50|277 062 801,00
62811000|Divers.façons extern|4 373 412,50|2 551 505,50
62815000|Cotisations diverses|160 000,00|0,00
62815100|Cotisations : NDF|54 241,50|102 949,00
62841000|Frs.recrut.personnel|0,00|70 000,00
63381000|Forfait Social|275 000,00|0,00
63511000|CFE|2 213 338 350,00|1 318 487 500,00
63511200|CVAE+PLAFNT CET|2 189 358 500,00|1 311 663 450,00
63512000|Taxes Foncières|94 824 200,00|60 000 000,00
63513000|Redev.Domaniales|3 201 374 733,50|3 212 679 000,00
63513100|Taxe Conces.Autor.|6 029 434 049,00|2 188 992 021,00
63514000|Taxe véh.de société|9 750 000,00|2 277 900,00
63711000|Organic (Cont.S.S.)|314 558 850,00|217 483 015,00
63781000|Taxes Diverses|1 759 850,00|1 680 050,00
64721000|Subv.comité entrepr.|22 034 120,00|31 777 770,00
64813100|F.P.HOTESTA|5 350 000,00|5 350 000,00
64815100|F.P.INSCAEX|5 178 250,00|5 178 250,00
64821000|Restau.d'entreprise|0,00|17 500,00
64822000|Tickets restaurant|21 056 500,00|21 056 500,00
64871000|Oeuv.Sles. Diverses|0,00|45 526,50
65300000|Jetons de Présence|1 375 000,00|0,00
65811100|Charges div.gest.cou|27,00|110,00
66116000|Int./ Emprunt|19 557 575 837,50|12 732 853 407,50
66116400|Charg. Fin/Soultes|204 936 795,50|28 259 830,00
66116500|Charg. Fin/Cred Synd|46 836 806,00|13 197 917,00
67121000|Pénal.amende fiscale|102 150,00|2 094 800,00
68112113|Dot.Amts.Bat. Gares|0,00|2 541 167,00
68112200|Dot.amort.caducité|26 042 936 400,00|15 584 111 400,00
68151000|Dot.Prov.Ch.Ex.cour.|58 765 000,00|23 100 000,00
68151100|Dot.Prov.gros.répar.|4 812 641 250,00|2 780 524 200,00
68151200|Dot.Prov.Rem.en Etat|5 229 000,00|0,00
68152000|Dot.Prov.Risq.Perso.|47 153 853,00|2 560 788,00
68174000|Dot.Prov./ Créances|313 990 774,00|6 630 178,00
68741000|Dot.Prov.Impôt diff.|178 737 800,00|324 196 000,00
68751000|Dot.Prov.Risq.Ch.Exc|176 744 200,00|104 547 100,00
69112000|Intéressemt Salariés|75 000 000,00|75 000 000,00
69511000|Impôts/ sociétés|31 314 988 650,00|22 039 430 450,00
69512000|Crédit d'Impôt Sté|0,00|245 800,00
69811000|Contribution 5 %|3 350 703 800,00|2 352 400 600,00
69813000|Contribution 3,3 Aub|1 027 099 900,00|720 462 550,00
70611000|Péages Recet.collect|45 011,50|3 279 137,50
70611100|Péages Recet.CPC-NRP|232 883,00|30 682,00
70611800|Péages TLPC ASF|7 578 192,00|0,00
70612000|Péages C.Bancaires|0,00|5 993 300,50
70621500|Abts.Cartes ASF VL|1 017,00|1 017,00
70623100|Abts.Interautor.PL|107 808 954,00|107 808 954,00
70623300|Ten.cpte.Interaut.PL|2 796,50|2 796,50
70630000|LIBER 'T Cofiroute|1 411 296 872,00|1 411 296 872,00
70630100|LIBER 'T Cofi.Maint.|6 870,00|6 870,00
70631000|LIBER 'T Domic.trav.|56 129,50|56 129,50
70631100|LIBER 'T Mobilité|273 523 961,00|273 523 961,00
70631200|LIBER 'T Universi-t|5 029 141,50|5 029 141,50
70632000|LIBER 'T Transloire|19 266 107,00|19 266 107,00
70632200|LIBER'T Transv.Poit|5 375 319,00|5 375 319,00
70633000|LIBER'T Tranquillité|55 520 639,00|55 520 639,00
70634000|LIBER 'T Dourdan|32 780 528,50|32 780 528,50
70635000|LIBER 'T Tours|23 455 476,50|23 455 476,50
70635010|LIBER 'T Activ A86|160 552 962,50|160 552 962,50
70635020|LIBER 'T Covoit A86|109 895,50|109 895,50
70636000|LIBER 'T TOTAL|5 000,00|5 000,00
70637000|LIBER 'T - TIS PL|11 215 793 788,50|11 215 793 788,50
70637300|TIS PL (hors offre)|320 380 637,00|320 380 637,00
70638000|LIBER 'T Frs.gestion|49 198 760,50|49 198 760,50
70640100|LIBER 'T ALIS|77 254 160,50|77 254 160,50
70640200|LIBER 'T SPTRF|25 798 312,50|25 798 312,50
70640300|LIBER 'T AREA|214 385 069,00|214 385 069,00
70640400|LIBER 'T ASF|3 525 483 544,50|3 525 483 544,50
70640600|LIBER 'T ESCOTA|47 531 775,50|47 531 775,50
70640700|LIBER 'T SANEF|1 059 154 437,00|1 059 154 437,00
70640800|LIBER 'T SAPN|691 818 662,00|691 818 662,00
70640900|LIBER 'T SAPRR|1 856 373 734,50|1 856 373 734,50
70640950|LIBER 'T ALICORNE|683 191,00|683 191,00
70641000|LIBER 'T ATMB|34 633 708,00|34 633 708,00
70697000|Rem./ Abts. TIS PL|958 155 623,00|958 155 623,00
70698200|Rem./ Transv. Poit|1 075 068,00|1 075 068,00
70699100|Rem./LIBER'T-D.Trav.|11 225,50|11 225,50
70699200|Rem./LIBER'T Transl.|2 891 793,50|2 891 793,50
70699500|Rem./LIBER'T Maint.|1 600,00|1 600,00
70699510|Rem/LIBER'T Act. A86|33 269 147,50|33 269 147,50
70699520|Rem/LIBER'T Cov. A86|34 803,00|34 803,00
70699600|Rem./LIBER'T Tranqu.|3 766 144,50|3 766 144,50
70699700|Rem./LIBER'T Mobil.|44 728 232,00|44 728 232,00
70699800|Rem./LIBER'T Univers|1 529 831,00|1 529 831,00
75111000|Redev.Carburants|198 615 000,00|211 145 000,00
75111100|Redev.Boutiques, DA|134 075 000,00|133 580 000,00
75111200|Redev.Restauration|199 210 000,00|194 955 000,00
75111300|Redev. Hôtels|1 879 000,00|1 734 000,00
75821000|Rbts./ Sinistres|57 672 645,50|62 267 015,50
75821200|Rbt/Sinist.Rép°&glis|21 525 099,00|88 237 883,50
75821300|Rbt Sinist.Perte Rec|0,00|7 708 077,00
75821400|Rembt sinistres TVX|264 579,00|3 731 440,00
75831100|Ingenierie/Etud.|15 658 554,00|15 658 554,00
75831200|Redv. R.  Telecom|269 483 843,50|285 734 942,50
75851200|Recettes Dvs.|384 631 391,50|435 889 608,00
75851300|PDTS refacturations|778 706 065,50|719 444 597,50
75851400|PDTS refact° PERSL|17 233 256,00|23 681 815,50
75862000|Recettes Part. Liber|79 471 663,00|77 335 060,50
76111000|Produits/ Participat|0,00|49 980 000,00
76711000|Produits/ Placements|355 654 781,00|361 531 686,50
76712100|Pdt plct cpte à T VA|379 727 330,00|410 602 608,00
76810000|Prod.Financiers/Déri|5 634 604 749,50|6 880 027 552,00
76810100|Prod.Financiers/Soul|42 715 412,00|311 527 919,00
76811000|Autr.Prod.Financiers|1 434 919,00|1 665 919,00
77520000|Prod./Cess.El.Act. D|0,00|189 300,00
77521000|Prod./Cess.El.Act. D|189 300,00|0,00
77700000|Rep Subv Eqpt Arcour|0,00|9 605 400,00
78151000|Rep./Prov. GR|1 592 940 535,00|3 047 943 485,00
78151200|Rep./Prov. Rem Etat|0,00|30 099 399,00
78152000|Rep./Prov.Ris.Pers|5 339 455,00|28 399 160,00
78152100|Rep./Prov.Ris.Retrai|0,00|72 117 288,00
78171000|Rep./Prov.Dépreciat.|0,00|9 257 996,00
78751000|Rep./Prov.Risq.Ch.Ex|0,00|70 350 000,00
>VF|FRS-VIRT FRANCE|26 074 003 789,00|26 074 003 789,00
40111000|Fournisseurs|17 198 675 749,50|2 858 319,00
40911000|Avanc.& Acpte./Comde|82 525 558,50|0,00
42511000|Pers:Notes de frais|47 025 456,00|0,00
46702666|SCA PARTAGES|1 197 434 510,00|0,00
46704966|SCA RETROCESSION|2 275 833 380,00|0,00
46708666|RETROCESSION VP|1 584 000 134,00|0,00
46708770|RETROCESSION ADL|83 375 100,00|0,00
46708780|RETROCESSION LPA|122 167 050,50|0,00
46751200|Créditeurs Dvs BQUES|3 482 966 850,50|0,00
51140100|Vir.-BNP-PAR.Kléber|0,00|16 454 881 056,50
51140600|Vir.-S.G. Paris|0,00|9 616 264 413,50
>VS|CLT-VRT RBST|21 629 150,00|21 629 150,00
41111000|Clients Abonnés|2 513 619,00|0,00
41911000|Dépts.Garant.Abonnés|19 115 531,00|0,00
51140600|Vir.-S.G. Paris|0,00|21 629 143,00
66811000|Ecarts NRP et REG|0,00|7,00
>WA|SORTIE MARCHANDISES|167 885 259,00|167 885 259,00
32110000|Stoc.Chlor.et sels|27 989 615,00|43 288 179,50
32210000|Stoc.Prod.pétrol.Sec|13 426 825,50|119 872 683,50
60321099|Vt.Stk.Chlo. calcium|1 539 107,00|0,00
60321199|Vt.Stk.Chlo.calc.liq|17 340 597,50|39 546,00
60322099|Vt.Stk.Chlo. sodium|46 955,00|3 588 549,00
60322299|Vt.Stk.Pr..pétrolier|107 542 159,00|1 096 301,00
>WE|ENTREE MARCHANDISES|15 008 155 202,50|15 008 155 202,50
23199999|cpte Technique IMMO|7 599 742 584,50|550 149 313,50
32110000|Stoc.Chlor.et sels|19 661 723,00|1 853 848,00
32210000|Stoc.Prod.pétrol.Sec|116 846 805,00|14 136 866,00
40810000|FAR Charges HG|590 830 389,00|4 063 952 128,00
40810100|FAR Charges Groupe|212 160 671,00|1 838 820 874,50
40841110|FAR Immos HG|174 204 934,50|2 777 422 779,00
40841120|FAR Immos Groupe|375 944 379,00|4 822 319 805,50
60211000|Chlorure calcium sol|1 941 667,00|0,00
60212000|Chlorure sodium sol.|17 720 056,00|1 853 848,00
60221000|Prod.pétroliers Sect|116 846 805,00|14 136 866,00
60321000|Vt.Stk.Chlo. calcium|0,00|1 941 667,00
60322000|Vt.Stk.Chlo. sodium|1 853 848,00|17 720 056,00
60322200|Vt.Stk.Pr..pétrolier|14 136 866,00|116 846 805,00
60611000|Eau|21 919 255,50|8 716 651,00
60612000|Electricité|303 600 585,50|133 685 618,50
60613000|Autres énergies|1 538 268,50|457 505,50
60621000|Carburants non stock|5 879 076,00|110 831,50
60621800|GAZOLE NS/ TVA 80%|35 145 350,00|9 042 321,50
60631000|Pièc.Rech.Mat.Roult.|21 981 158,50|1 552 876,50
60631100|Pièc.Rech.Mat.Péage|10 285 792,50|1 865 718,00
60631200|Pièc.Rech.Mat.Electr|17 198 043,50|232 921,50
60631900|Autr.Pièc.Rechange|11 895 895,50|769 851,00
60632000|Petit outil.atel.V-S|7 350 291,00|581 523,50
60633000|Sign.Sécurit.Viabil.|13 012 556,00|755 509,50
60633500|Sign.verticale.temp.|12 790 389,00|594 069,00
60634000|Fourniture entretien|31 593 544,50|2 669 047,50
60635000|Vêtement trav.n.stoc|18 608 099,00|1 413 324,00
60636000|Fourniture bâtiment|20 510 856,50|1 564 309,00
60638000|TICKETS DE PEAGE|12 046 800,00|0,00
60638100|CERT. DE PASSAGE|1 453 486,00|50 688,00
60638200|IMPRIMES PEAGE|385 761,00|0,00
60638300|Ptes four.péage|3 065 496,50|145 312,00
60641000|Papier repro|3 293 467,50|178 098,50
60642000|Fourniture hs.papier|10 101 619,50|1 702 027,50
60643000|Mat.Mob.Bur.pet.val.|5 069 158,00|122 663,00
60644000|Consom.informatiqu.|6 166 981,50|412 849,00
60644100|Petits logiciels|555 687,00|0,00
60644200|Cartes cir -supp abt|769 044,00|64 050,00
60685000|Téléphone fix. Mobil|82 069,50|0,00
61321000|Loyers immeuble|153 003 445,50|512 220,00
61351000|Locat.véhicules|24 282 471,50|4 516 292,00
61351200|Locat.véhicules -LLD|61 067 322,00|7 869 097,50
61351300|Véhicules Servic-LLD|36 808 555,00|5 093 805,50
61352000|Locat.mat.exploitat.|14 723 263,50|1 957 479,00
61353000|Locat.entr.photocop.|20 276 166,00|3 441 301,50
61355000|Autr.locat.mat.bur.|1 375 529,50|210 313,00
61401000|Charges locatives|54 100 623,00|10 051 250,00
61511000|GR chaussées.terrass|661 251 568,00|83 952 133,00
61511100|GR ouvrages hydroliq|68 176 187,50|2 853 607,50
61511200|GR ouvrage d'art|417 506 360,50|1 406 500,00
61511500|GR des portiq.potenc|6 546 645,00|631 450,00
61512000|Entr.court.chaus.ter|153 940 018,00|4 362 495,50
61512110|Entr.court.réseau hy|19 463 444,00|1 935 766,00
61512120|Entr.court.ouv.trave|80 768 939,00|5 639 517,00
61512130|Entr.court.bas.et ou|2 513 950,00|0,00
61512200|Entr.court.ouvr.art|73 513 268,00|2 493 335,00
61513000|Contr.suiv.chaus.ter|25 389 189,00|3 102 475,00
61513100|Contr.suiv.ouvr.hydr|11 103 352,50|0,00
61513200|Contr.suiv.ouvr.d'ar|41 927 901,00|1 230 883,00
61514100|Mis.plac.sign.ch.pro|35 899 303,00|158 900,00
61515000|Entr.sign.horizont.|65 442 626,50|4 870 761,50
61515100|Entr.sign.vert.perm.|20 097 652,50|734 119,00
61515200|Entr.sign.vert.temp.|511 881,00|0,00
61515300|Entr.des glissières|117 982 961,00|8 881 966,00
61515400|Entr.superstruc.gare|35 788 068,50|1 255 455,00
61515500|Entr.clôture portail|29 080 255,50|834 381,00
61515600|Entr.éclairag.public|9 490 827,00|743 458,00
61515800|Entr.végétation|122 953 564,50|8 491 453,00
61515900|Nettoy.court.locaux|47 464 588,50|1 752 597,00
61515930|Nettoy.ct.voie péage|10 899 939,50|2 235 021,50
61515950|Nettoy. Environmnt.|13 029 438,50|543 335,50
61515960|Déchets des aires|37 891 318,00|10 719 749,00
61521000|Entr.constructions|51 654 444,50|3 958 820,00
61522000|Entr.stat.traitem.ea|9 815 488,00|921 260,50
61551000|Entr.mat.péage|36 695 268,00|1 050 413,00
61551100|Entr.mat.viab.sécur.|32 789 221,50|5 366 248,00
61551200|Entr.mat.rés.transmi|179 836 096,50|8 367 391,50
61551300|Entr.équipt éléctriq|124 100 711,00|2 368 808,50
61551400|Entr. Mat. supervis|2 327 331,00|551 450,00
61551500|Entr. Mat. ventilat°|38 947 324,00|774 500,00
61551600|Entr. Mat. vidéo|1 771 337,00|0,00
61555000|Entr.VL|4 223 686,00|260 309,00
61555020|Entretien V.L. -LLD|12 471 946,00|1 905 589,50
61555030|Entretien V.S. -LLD|297 123,50|16 375,00
61555100|Entr.Utilitaire|11 741 763,50|672 944,00
61555200|Entr.PL/SPL|61 243 422,00|13 314 731,50
61561000|Mainten.logiciels|129 129 676,00|3 555 693,50
61565000|Autr.entr.maintenan.|303 604 978,00|34 173 890,00
61611000|Responsabilit.civile|9 871 462,50|0,00
61612000|Police automobile|12 302 807,50|5 665 347,50
61613000|Autres assurances|25 195 979,00|70 000,00
61701000|Etudes Investissem.|299 000,00|0,00
61811000|Abonnements/Périod.|4 130 653,00|416 943,50
62111000|Personnel intérimair|2 679 263,50|919 323,00
62141000|Personnel supplétif|234 952 338,00|47 686 536,00
62142000|Personnel Détaché|3 446 288,50|495 506,00
62261000|Etudes générales|117 964 145,00|19 897 225,50
62261100|Coordinat.chantiers|19 971 722,00|870 000,00
62261200|Contrat assistance|418 630 513,00|126 439 168,50
62261300|Assist.viabil.hivern|34 895 421,00|13 355 445,00
62261500|Cont.APAVE Aut.as.lg|9 771 576,50|903 200,50
62261600|Prest. Géomètre|153 300,00|0,00
62261700|Assistance SDIS|54 944 799,50|16 782 742,00
62262000|Honoraires|99 956 654,00|13 145 395,00
62262100|Honoraires recrutem.|1 700 418,50|70 142,00
62371000|Pub.publi.relat.publ|131 030 692,50|26 627 222,50
62372000|Audiovisuel|1 947 200,00|536 350,00
62381000|Sponsoring|304 460,00|10 000,00
62382000|Mécénat|80 883 300,00|500 000,00
62421000|Transpt.Ramas.recet.|55 166 257,50|27 850 168,50
62481000|Transport de Biens|3 511 440,00|813 924,50
62511000|Frs.déplacts.facturé|5 683 467,00|846 351,00
62555100|Frs.de déménagement|1 327 918,50|83 000,00
62562100|Miss.:Repas-facturé|18 125 854,00|5 776 377,00
62562200|Miss.:Hôtel-facturé|2 792 424,00|411 472,50
62562300|Miss.:Divers-facturé|30 480 848,00|2 372 749,50
62571000|Récept.Repas facturé|6 296 761,00|840 119,50
62572000|Récept.Hôtel facturé|566 495,00|228 850,00
62573000|Récept.Diver facturé|4 022 024,00|1 003 002,50
62611000|Achat timbres|31 823 170,50|14 499 907,50
62611100|Mach.à affranchir|6 413 814,00|2 246 671,50
62611200|Frs.factur.Abt./mail|202 478,00|76 612,00
62621000|Contr.téléph.portabl|8 269 521,50|1 747 672,50
62621100|Contr.téléph.fixe|18 374 336,00|5 252 239,00
62621200|Contr.télécopieur|20 000,00|0,00
62621300|Contr.rés.spécialisé|33 685 188,50|2 096 995,50
62811000|Divers.façons extern|12 804 586,00|338 633,50
62815000|Cotisations diverses|3 356 600,00|225 471,00
62841000|Frs.recrut.personnel|170 000,00|0,00
63541000|Droits Serv. Mines|25 832,50|0,00
63542000|Autr.taxe/véhicules|2 009 744,00|259 013,50
63581000|Autres droits|108 987,00|510,00
64149000|INDEMNITES TRANSPORT|675 714,50|163 800,00
64721000|Subv.comité entrepr.|59 568 245,00|0,00
64751000|Assistance médicale|10 500 413,00|1 323 911,00
64812000|F.P.REPAAEX|56 576,00|10 374,50
64812100|F.P.HOTEAEX|100 723,50|27 351,00
64813000|F.P.REPASTA|5 011 849,50|914 808,00
64813100|F.P.HOTESTA|1 804 190,00|273 482,50
64813300|F.P.ETUSDSTA|229 934,00|0,00
64814000|F.P.FRAISDV|1 205 746,00|205 680,50
64814100|F.P.LOCMAT|42 112,00|0,00
64814700|F.P.DEPLAEX|272 047,00|10 600,00
64814800|F.P.DEPLSTA|638 830,50|66 503,00
64815100|F.P.INSCAEX|20 303 163,00|5 399 953,50
64815200|F.P.REAPEDA|8 447 302,00|6 370 225,00
64821000|Restau.d'entreprise|19 162 237,50|3 561 231,00
64822000|Tickets restaurant|72 503 882,00|0,00
64871000|Oeuv.Sles. Diverses|4 252 597,00|884 831,50
>ZA|Ecriture Report RAN|1 658 798 810 734,50|1 658 798 810 734,50
10131000|Capital social|0,00|7 914 106 204,00
10611000|Réserve légale|0,00|791 410 620,00
10681000|Autres Réserves|0,00|210 487 750,50
11001000|RAN (Créditeur)|0,00|78 490 934 805,50
11999999|RAN CPTES BILAN|821 678 644 031,00|837 120 166 703,50
13111000|Sub. d'equipement|0,00|4 972 185 524,50
13111100|Sub d'equipement A86|0,00|6 056 413 900,00
13112000|Sub. d'equipement EC|0,00|495 453 710,00
13170000|Subv. éqpt. ARCOUR|0,00|68 390 979,00
13917000|Amort Subv Eqpt ARCO|39 897 184,00|0,00
14500000|Amorts.dérogatoires|688 111 638,50|827 455 887,00
14501000|Amorts.dérogatoires|0,00|1 638 295 756,50
15151000|Prov.pertes change|0,00|0,00
15181000|Prov.risques:Pers.|0,00|63 826 562,00
15182000|Prov.risq.retraites|0,00|206 393 952,50
15185000|Prov.risq.& char.Dvs|48 147 311,50|161 138 611,50
15501000|Prov.impôts différés|1 994 308 285,50|1 994 308 285,50
15502000|Prov. taxes foncière|42 609 500,50|42 609 500,50
15711000|Prov.dépréc.terrains|12 366 105,50|12 366 105,50
15721000|Prov.gross.réparat.|0,00|11 810 288 171,50
15721100|Prov.Rem. en Etat|0,00|38 965 007,50
15731000|Amorts. caducité|49 224 018 778,50|49 224 018 778,50
